message,label
"We confirm eating at esplanade?
",benign
"Pls speak with me. I wont ask anything other then you friendship.
",benign
"Tell me they're female :V how're you throwing in? We're deciding what all to get now
",benign
"R u over scratching it?
",benign
"I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
",benign
"Sorry, I'll call later
",benign
"Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
",benign
"I love working from home :)
",benign
"Dont worry. I guess he's busy.
",benign
"Yeah we wouldn't leave for an hour at least, how's 4 sound?
",benign
"Kinda. First one gets in at twelve! Aah. Speak tomo
",benign
"I cant pick the phone right now. Pls send a message
",benign
"I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie
",benign
"I'm in class. Did you get my text.
",benign
"You got called a tool?
",benign
"Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
",malicious
"He says hi and to get your ass back to south tampa (preferably at a kegger)
",benign
"What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
",benign
"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...
",benign
"Networking technical support associate.
",benign
"Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
",benign
"Are you going to wipro interview today?
",benign
"Why you keeping me away like this
",benign
"Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
",benign
"You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
",malicious
"Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
",benign
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!
",malicious
"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen
",benign
"But if she.s drinkin i'm ok.
",benign
"Or i go home first lar ü wait 4 me lor.. I put down my stuff first..
",benign
"You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
",malicious
"Come by our room at some point so we can iron out the plan for this weekend
",benign
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic
",malicious
"Am in film ill call you later.
",benign
"Nice.nice.how is it working?
",benign
"Pls send me the correct name da.
",benign
"Yeah just open chat and click friend lists. Then make the list. Easy as pie
",benign
"U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
",malicious
"Mmm so yummy babe ... Nice jolt to the suzy
",benign
"Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?
",benign
"Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color
",benign
"Are you there in room.
",benign
"Cramps stopped. Going back to sleep
",benign
"Dear Subscriber ur draw 4 £100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062
",malicious
"K:)k..its good:)when are you going?
",benign
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.
",malicious
"I can probably come by, everybody's done around  &lt;#&gt;  right?
",benign
"Ok lor...
",benign
"Aiyah u did ok already lar. E nydc at wheellock?
",benign
"Damn, poor zac doesn't stand a chance
",benign
"yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
",benign
"So when do you wanna gym harri
",benign
"Geeeee ... Your internet is really bad today, eh ?
",benign
"I havent add ü yet right.. 
",benign
"Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
",benign
"Ok lor wat time ü finish?
",benign
"Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want
",benign
"Customer place i will call you.
",benign
"No dear i do have free messages without any recharge. Hi hi hi
",benign
"Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
",benign
"Where are the garage keys? They aren't on the bookshelf
",benign
"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy 
",malicious
"Well then you have a great weekend!
",benign
"Ok...
",benign
"Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
",malicious
"When you get free, call me
",benign
"Dont show yourself. How far. Put new pictures up on facebook.
",benign
"Ya! when are ü taking ure practical lessons? I start in june..  
",benign
"HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
",benign
"Apart from the one i told you about yesterday?
",benign
"Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
",benign
"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm
",malicious
"Carlos took a while (again), we leave in a minute
",benign
"Pathaya enketa maraikara pa'
",benign
"We can make a baby in yo tho
",benign
"Yes, my reg is  Ciao!
",benign
"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p 
",malicious
"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out
",benign
"Aight, I'll ask a few of my roommates
",benign
"I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
",benign
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar
",benign
"And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
",benign
"I'm good. Have you registered to vote?
",benign
"My uncles in Atlanta. Wish you guys a great semester.
",benign
"My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
",benign
"Are u coming to the funeral home
",benign
"I did. One slice and one breadstick. Lol
",benign
"Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
",benign
"Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
",benign
"Ok... Sweet dreams...
",benign
"Tomarrow final hearing on my laptop case so i cant.
",benign
"Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
",benign
"Moji i love you more than words. Have a rich day
",benign
"Awesome, be there in a minute
",benign
"Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
",benign
"As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
",malicious
"You need to get up. Now.
",benign
"Ugh hopefully the asus ppl dont randomly do a reformat.
",benign
"Ok ok take care. I can understand.
",benign
"What you need. You have a person to give na.
",benign
"I'll see, but prolly yeah
",benign
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola
",benign
"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though
",benign
"PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires
",malicious
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear
",benign
"Yes..but they said its IT.,
",benign
"Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
",malicious
"ITS A LAPTOP TAKE IT WITH YOU.
",benign
"As in different styles?
",benign
"Hope you are having a great day.
",benign
"Can ü send me a copy of da report?
",benign
"You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
",malicious
"Ringtone Club: Gr8 new polys direct to your mobile every week !
",malicious
"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?
",benign
"I like dis sweater fr mango but no more my size already so irritating.
",benign
"Got it. Seventeen pounds for seven hundred ml – hope ok.
",benign
"2marrow only. Wed at  &lt;#&gt;  to 2 aha.
",benign
"Are you wet right now?
",benign
"Then she dun believe wat?
",benign
"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*
",benign
"Aight fuck it, I'll get it later
",benign
"Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
",benign
"He is there. You call and meet him
",benign
"Finally the match heading towards draw as your prediction.
",benign
"Cool. Do you like swimming? I have a pool and jacuzzi at my house.
",benign
"Its hard to believe things like this. All can say lie but think twice before saying anything to me.
",benign
"aathi..where are you dear..
",benign
"Me n him so funny...
",benign
"HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
",benign
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX
",malicious
"Did u download the fring app?
",benign
"Hi' Test on  &lt;#&gt; rd ....
",benign
"Happy New Year Princess!
",benign
"Early bird! Any purchases yet?
",benign
"I'm in office now . I will call you  &lt;#&gt;  min:)
",benign
"Thanks for your ringtone order, ref number R836. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069154
",malicious
"Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
",benign
"Don know..he is watching film in computer..
",benign
